route,corridor,from_terminus,to_terminus,sacco,permit_no,coverage,hits_of_total,via_raw,confidence,VERDICT
04SK,,Tuskys Ronald Ngala,Saika Junction,UMOINNER SACCO LTD,ADR-WZ9S3D6,1.00,3/3,"ronald ngala, umoja innercore, jogoo road",high,
04SK,,Tuskys Ronald Ngala,Saika Junction,UMOJA INNERCORE TENA MATATU OWNERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,ADR-REOSR75,1.00,3/3,"ronald ngala, umoja innercore, jogoo road",high,
04SK,,Tuskys Ronald Ngala,Saika Junction,SALTY SUPPORTERS INVESTMENT LIMITED,NTR-00201812211111140,0.80,4/5,"ronald ngara, jogoo rd,umoja innercore,saika, mowlem",high,
04SK,,Tuskys Ronald Ngala,Saika Junction,UMOINNER SACCO LTD,NTR-00397,0.75,3/4,"ronald ngala, jogoo road,umoja, innercore",medium,
107D,,Main Stage,Ruiru,MERUIT LOGISTICS LIMITED,NTR-00202009231509490,1.00,3/3,"Marurui, Northern Bypass, Ruiru .",high,
107D,,Main Stage,Ruiru,SONY CLASSIC SHUTTLE EAST AFRICA LIMITED,NTR-00202104201026350,1.00,3/3,"Juja, Ruiru Eastern bypass Commercial Kikuyu Mutarakwa Thigio Limuru Githunguri Kiambu Wangige, Ruaka",high,
107D,,Main Stage,Ruiru,SONY CLASSIC SHUTTLE EAST AFRICA LIMITED,NTR-00202104201026350,1.00,3/3,"Juja, Ruiru Eastern bypass Commercial Kikuyu Mutarakwa Thigio Limuru Githunguri Kiambu Wangige, Ruaka",high,
107D,,Main Stage,Ruiru,BAKAKI 101 TRAVELLERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,NTR-00201911291135300,0.67,2/3,"Kiambu, Bypass Ruaka Banana Ndenderu Wangige Kikuyu Rusingiti Kamangu Thigio Mutarakwa Limuru, Tigoni",medium,
107D,,Main Stage,Ruiru,BAKAKI 101 TRAVELLERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,ADR-2DVSRWK,0.67,2/3,"Kiambu, BananaRuakaNdenderuWangigeKikuyuRusingitiKamanguThigioMutarakwaLimuru, Tigoni",medium,
114R,,Ngara Stage,Limuru Terminus,LIKAMBU MATATU SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,NTR-001334,1.00,4/4,"limuru, tigoni,kanunga, kiambu",high,
114R,,Ngara Stage,Limuru Terminus,BAKAKI 101 TRAVELLERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,NTR-00201911291135300,1.00,3/3,"Kiambu, Bypass Ruaka Banana Ndenderu Wangige Kikuyu Rusingiti Kamangu Thigio Mutarakwa Limuru, Tigoni",high,
114R,,Ngara Stage,Limuru Terminus,GMK SACCO LIMITED,NTR-00202202241345360,1.00,3/3,"Ngara, Outering Rd Kayole Eastern Bypass Kangundo Rd Ruai Northern Bypass Mwihoko via Thika Muranga Karatina Kiriaini NyeriEmbu, Voi",high,
114R,,Ngara Stage,Limuru Terminus,KIAMBU MARAFIKI SACCO LTD,NTR-00201901180908040,1.00,3/3,"ngara, kiambu, githunguri",high,
114R,,Ngara Stage,Limuru Terminus,tawala shuttle limited,NTR-001183,1.00,3/3,"Kangundo Rd, Outering Rd Githunguri Utawala Jogoo Rd Mombasa Rd Mbagathi Rd GPO via Ngong Rd, Ambassador",high,
114W,,Ngara Teminal,Limuru Town Terminal,FORWARD TRAVELLERS SACCO LTD,ADR-O68IMM7,1.00,3/3,"Malaa, KayoleJoskaKamuluRuaiSaikaMowlemKariobangiGikomba, Bus station",high,
114W,,Ngara Teminal,Limuru Town Terminal,KARIOBANGI MATATU OWNERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,NTR-00202101251614210,1.00,3/3,"Kariobangi, Juja rd Gikomba Kariokor Ronald ngala Commercial Thika rd Alsops Outering rd, Kariobangi south",high,
114W,,Ngara Teminal,Limuru Town Terminal,2KR ROUTE 105 MULTIPURPOSE COOPERATIVE SOCIETY LIMITED,ADR-WZ9S3ZE,0.67,4/6,"tommboya, westlands,kinoo,kikuyu,kamangu, limuru",medium,
114W,,Ngara Teminal,Limuru Town Terminal,NAKILI SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,ADR-POKS7Q6,0.67,4/6,"westlands, kinoo,kikuyu,thogoto,kamangu, limuru",medium,
114W,,Ngara Teminal,Limuru Town Terminal,2KR ROUTE 105 MULTIPURPOSE COOPERATIVE SOCIETY LIMITED,NTR-00346,0.67,2/3,"Tommboya, KawangwarekikuyuwestlandsThika RdMakongeniruirukiambuwangige, Limuru",medium,
119A,,Koja,Gathiga Mwisho,TRANSWORLD TRANSPORT SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,ADR-537H2ZQ,0.80,4/5,"Khoja, Westlands,Wangige,Bypass, Thika",high,
119A,,Koja,Gathiga Mwisho,TRANSWORLD TRANSPORT SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,ADR-9AKF83J,0.80,4/5,"khoja, westlands,wangige,bypass, thika",high,
119A,,Koja,Gathiga Mwisho,TRANSWORLD TRANSPORT SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,ADR-DB3T8P3,0.80,4/5,"khoja, thika,westlands,wangige, bypass",high,
119A,,Koja,Gathiga Mwisho,BAKAKI 101 TRAVELLERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,NTR-00201911291135300,0.67,2/3,"Kiambu, Bypass Ruaka Banana Ndenderu Wangige Kikuyu Rusingiti Kamangu Thigio Mutarakwa Limuru, Tigoni",medium,
119A,,Koja,Gathiga Mwisho,BYBUSS TRANS LIMITED,NTR-00202102051433520,0.67,2/3,"Khoja, Ngara Westlands kangemi wangige nyathuna gachie ngecha kabuku ruaka Kikuyu limuru kiambu ruiru Thika(makongeni), muranga",medium,
11_2,,Bus Station,Diamond Park Estate,TELAVIV TRAVELLERS LIMITED,ADR-YM3S6Q9,1.00,4/4,"bus station, south c,southb, industrial area",high,
11_2,,Bus Station,Diamond Park Estate,ARBAB VENTURES LIMITED,NTR-00201905131607200,1.00,3/3,"South c, iindustrial arealikoni rdjogoo rdeastleighoutering rd mombasa rd, machakos",high,
11_2,,Bus Station,Diamond Park Estate,ARBAB VENTURES LIMITED,ADR-JY7SLOJ,1.00,3/3,"South c, South bLikoni rdindustrial areaeastleighjogoo rdoutering rddonholmfedha, machakos",high,
11_2,,Bus Station,Diamond Park Estate,COUNTY LINK SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,NTR-00202211011653270,1.00,3/3,"Bus Station, Jogoo Rd Industrial Area Buruburu Hazina Donholm Manyanja Rd Outering Rd Kangundo Rd Eastern Bypass Ruai Kamulu Utawala Mombasa Rd Mlolongo via Syokimau, Katani",high,
11_2,,Bus Station,Diamond Park Estate,TELAVIV TRAVELLERS LIMITED,ADR-MDMSQ8O,0.75,3/4,"ngumo, south c, south b, industrial area",medium,
126N,,Ngong Town,Kiserian,EMAAR CITY BUS LIMITED,NTR-00202002271026150,0.67,2/3,"Ngong, KiserianRongaiLangataMbagathi wayKnhCbdWestlandsKikuyuRuaka, Limuru",medium,
126N,,Ngong Town,Kiserian,LUMINOUS SHUTTLES LIMITED,NTR-00202105241007320,0.67,2/3,"Ngong, kimuka gataka rongai kiserian, Isinya",medium,
126N,,Ngong Town,Kiserian,Nailepu Travellers Sacco,NTR-00202012311440310,0.67,2/3,"Kitengela, Isinya Kiserian, Ngong",medium,
126N,,Ngong Town,Kiserian,Nailepu Travellers Sacco,NTR-00202105101216560,0.67,2/3,"Kitengela, Emali Loitoktok Namanga Bissil KajiadoIsinya Kiserian, Ngong",medium,
126N,,Ngong Town,Kiserian,NANGKIS MATATU SACCO,ADR-537HWPB,0.67,2/3,"railways, ngong, kiserian",medium,
145B,,By Pass,Ruiru,MERUIT LOGISTICS LIMITED,NTR-00202009231509490,1.00,3/3,"Marurui, Northern Bypass, Ruiru .",high,
145B,,By Pass,Ruiru,CIRCULAR CLASSIC COMPANY LIMITED,NTR-00202111051642530,0.67,2/3,"eastleigh, northern bypass eastern bypass jogoo rd mombasa rd utawala, ruai",medium,
145B,,By Pass,Ruiru,CIRCULAR CLASSIC COMPANY LIMITED,NTR-00202111121600130,0.67,2/3,"eastleigh, jogoo rd mombasa rd utawala eastern bypass mwihoko kawaha west via mwiki northern bypass, ruiru",medium,
145B,,By Pass,Ruiru,EXPRESO LIMITED,ADR-537HWAM,0.67,2/3,"limuru, kikuyu dagoretti mrktkabiria kawangware knh ambassador moi service lane tom mboya rongai gataka karen ngong kiserian isinya katani cabanas outering rd juja rd eastleigh gikomba thika rd mwiki lucky summer komarocks rd kangundo rd eastern bypass infinity kenol kiambu ruaka, western bypass",medium,
145B,,By Pass,Ruiru,EXPRESO LIMITED,ADR-A5AC8DY,0.67,2/3,"Limuru, kikuyu dagoretti market kabiria kawangware knh ambassador moi service lane tom mboya rongai gataka karen ngong kiserian isinya katani cabanas outering rd juja rd eastleigh gikomba thika rd mwiki lucky summer komarocks rd kangundo rd eastern bypass infinity Thika Makongeni kenol kiambu ruaka, Western bypass",medium,
145D,,Super High Way,Ruiru,FORWARD TRAVELLERS SACCO LTD,ADR-537HBOV,0.67,2/3,"Kangema, Muranga Thika Ruiru Estern Bypass Kangundo Rd Jogoo Rd Juja Rd Gikomba Alsops Ngara Mfangano Street Bus station Kayole Komarock Rd Umoja Morlem Savannah Cabanas Utawala-Mihango Northern Bypass Tassia Rd Malaa Mombasa Rd Mwiki Mwihoko Katani Emali Loitoktok, Nyahururu",medium,
145D,,Super High Way,Ruiru,JONSAGA FLATS SACCO,ADR-7WRS29M,0.67,2/3,"Ronald Ngala, NgaraJujardHuruma Round aboutOutering rdKangundo rd, Ruai",medium,
145D,,Super High Way,Ruiru,LIBERA IMPEX LIMITED,ADR-3ZQS3ZL,0.67,2/3,"Cabanas, Outering rd Kayole Jogoo rd Ngara Thika rd Mwihoko Eastern bypass Ruiru Kenyatta rd Gatundu Mukinyi Juja Thika Muranga Kangema Nyeri, Nyahururu",medium,
145D,,Super High Way,Ruiru,MARUTI T.R.R SACCO,ADR-LZRSRZZ,0.67,2/3,"ruiru prison, ruiru town, kenol",medium,
145D,,Super High Way,Ruiru,MERUIT LOGISTICS LIMITED,NTR-00202009231509490,0.67,2/3,"Marurui, Northern Bypass, Ruiru .",medium,
1960,,Ladhes Road/Otc,Kayole 1,FORWARD TRAVELLERS SACCO LTD,ADR-7WRS9Z9,1.00,3/3,"kayole, jogoo road, otc",high,
1960,,Ladhes Road/Otc,Kayole 1,KANI TRANSPORT SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,ADR-YM3SB8O,1.00,3/3,"kayole, jogoo road, otc",high,
1960,,Ladhes Road/Otc,Kayole 1,PINPOINT SOLUTION (K) LTD,ADR-EPJSEOJ,1.00,3/3,"kayole, jogoo road, otc",high,
1960,,Ladhes Road/Otc,Kayole 1,PINPOINT SOLUTION (K) LTD,ADR-2DVSRE2,1.00,3/3,"kayole, otc, jogoo road",high,
1960,,Ladhes Road/Otc,Kayole 1,prime  transcity limited,ADR-8LMSO95,1.00,3/3,"kayole, jogoo road, otc",high,
19C2,,Umoja Stage,Tushauriane,JONSAGA FLATS SACCO,ADR-7WRS29M,0.67,2/3,"Ronald Ngala, NgaraJujardHuruma Round aboutOutering rdKangundo rd, Ruai",medium,
19C2,,Umoja Stage,Tushauriane,JONSAGA FLATS SACCO,NTR-00202002071549350,0.67,2/3,"Ronald Ngala, Ngara Juja rd Huruma Round about Outering rd Kangundo rd Ruai Mowlem Kariokor Gikomba Cabanas Mombasa rd Athi river Forest rd Thika rd, Limuru",medium,
19C2,,Umoja Stage,Tushauriane,JONSAGA FLATS SACCO,ADR-BQ9SZQB,0.67,2/3,"Ronald Ngala, Ngara Juja Rd Huruma Round About Outering Rd Kangundo Rd Ruai Utawala Cabanas Mombasa Rd, Athi River",medium,
19C2,,Umoja Stage,Tushauriane,RISEN COMPANY LIMITED,ADR-YM3S5Z2,0.67,2/3,"Ronald Ngala, Jogoo rd Shauri Moyo Buruburu outering civil servant Umoja Kangundo rd kayole Soweto Komarock Savannah Embakasi Industrial area Eastern Bypass Mombasa rd Katani Syokimau Mlolongo Kajiado Athi river Machakos Kangundo Outering rd Juja rd Eastleigh Kabirea Satellite Nrb Upperhill Moi Avenue Community Westlands Parklands Forest rd Thika rd Zimmerman 44 Kahawa West Ruiru, Thika (Makongeni)",medium,
19C2,,Umoja Stage,Tushauriane,RISEN COMPANY LIMITED,ADR-8LMS9A3,0.67,2/3,"Ronald Ngala, Tom Mboya Jogoo rd Shauri Moyo Buruburu outering civil servant Umoja Kangundo rd kayole Soweto Komarock Savannah Embakasi Industrial area Eastern Bypass Mombasa rd Katani Syokimau Mlolongo Kajiado Athi river Machakos Kangundo Outering rd Juja rd Eastleigh Kabiria Satellite Nrb Upperhill Moi Avenue Community Westlands Parklands Forest rd Thika rd Zimmerman 44 Kahawa West Ruiru, Thika (Makongeni)",medium,
2030,,Terminal,Rounder,KARIOBANGI MATATU OWNERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,NTR-00202101251614210,0.67,2/3,"Kariobangi, Juja rd Gikomba Kariokor Ronald ngala Commercial Thika rd Alsops Outering rd, Kariobangi south",medium,
23KG,,Odeon Terminus,Kangemi Terminus,COSY TRAVEL LIMITED,NTR-0078,1.00,3/3,"odeon, westlands, kangemi",high,
23KG,,Odeon Terminus,Kangemi Terminus,COSY TRAVEL LIMITED,ADR-Q5LC6JA,1.00,3/3,"odeon, kangemi, westlands",high,
23KG,,Odeon Terminus,Kangemi Terminus,KANGEMI MATATU OWNERS SACCO,NTR-0078,1.00,3/3,"odeon, westlands, kangemi",high,
23KG,,Odeon Terminus,Kangemi Terminus,KANGEMI MATATU OWNERS SACCO,ADR-K9BF6AW,1.00,3/3,"odeon, westlands, kangemi",high,
23KG,,Odeon Terminus,Kangemi Terminus,KANGEMI MATATU OWNERS SACCO,ADR-BQ9SQK6,1.00,3/3,"odeon, kangemi, westlands",high,
23KS,,Ambassadeur,Kariobangi South Estate/Deliverance Church,ARBAB VENTURES LIMITED,ADR-JY7SLOJ,1.00,3/3,"South c, South bLikoni rdindustrial areaeastleighjogoo rdoutering rddonholmfedha, machakos",high,
23KS,,Ambassadeur,Kariobangi South Estate/Deliverance Church,KARURI COMMUTERS SERVICES SAVINGS AND CREDIT CO-OPERTAIVE SOCIETY LIMITED,ADR-BQ9S3WL,1.00,3/3,"Kiserian, NgongkawangwareDagorettikikuyuwangigeABC drivewestlands Parklands Highridge Khojalimuru suswaKijabeNaivashaNorthern bypasseastern bypasskiambu roadkiamburuiruthikagatuanyagarailwaysathiriver, Machakos",high,
23KS,,Ambassadeur,Kariobangi South Estate/Deliverance Church,TELAVIV TRAVELLERS LIMITED,ADR-YM3S6Q9,0.75,3/4,"bus station, south c,southb, industrial area",medium,
23KS,,Ambassadeur,Kariobangi South Estate/Deliverance Church,city star shuttle limited,ADR-WZ9SVBB,0.67,4/6,"south b, uhuru,ambassadour,bus station,thika rd, kenyatta university",medium,
23KS,,Ambassadeur,Kariobangi South Estate/Deliverance Church,ARBAB VENTURES LIMITED,NTR-00201905131607200,0.67,2/3,"South c, iindustrial arealikoni rdjogoo rdeastleighoutering rd mombasa rd, machakos",medium,
24BK,,Nakumatt Galleria,Karen Road-Lang'Ata Road Junction,2KW SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,NTR-00494,0.67,2/3,"nairobi, limuru, nakuru",medium,
24BK,,Nakumatt Galleria,Karen Road-Lang'Ata Road Junction,CHANIA TRAVELLERS SACCO,NTR-00183,0.67,2/3,"nairobi, thika nyeri nyahururu, nakuru",medium,
24BK,,Nakumatt Galleria,Karen Road-Lang'Ata Road Junction,CHANIA TRAVELLERS SACCO,ADR-ZZJSZDW,0.67,2/3,"nairobi, nakuru, nyeri",medium,
24BK,,Nakumatt Galleria,Karen Road-Lang'Ata Road Junction,eastern bypass traverlers investment co. limited,NTR-00201911140919120,0.67,2/3,"Nairobi, RuaiThikaKamwangiFlyover, Nakuru",medium,
24BK,,Nakumatt Galleria,Karen Road-Lang'Ata Road Junction,GATANGA SHUTTLE LIMITED,NTR-00183,0.67,2/3,"nairobi, thika nyeri nyahururu, nakuru",medium,
33DC,,Doni,Kobil,BABA DOGO 25 TRAVELLERS SACCO,ADR-BQ9S3MQ,0.67,2/3,"Odeon, Muranga rd terminus(via forest rd)thika rdalsopsbaba dogo outering rd caltex juja rd kariokor, donholm",medium,
33DC,,Doni,Kobil,FASTRACK UNITED AND CREDIT COOPERATIVE SOCIETY,NTR-00202202221453100,0.67,2/3,"Railways, Community Jamhuri via Ngong Rd Wanyee Satelite Kabiria Kawangware Othaya Rd via Lavington Uthiru via WestlandsDagoretti Market, Kawangware",medium,
33DC,,Doni,Kobil,JONSAGA FLATS SACCO,ADR-7WRS29M,0.67,2/3,"Ronald Ngala, NgaraJujardHuruma Round aboutOutering rdKangundo rd, Ruai",medium,
33DC,,Doni,Kobil,JONSAGA FLATS SACCO,NTR-00202002071549350,0.67,2/3,"Ronald Ngala, Ngara Juja rd Huruma Round about Outering rd Kangundo rd Ruai Mowlem Kariokor Gikomba Cabanas Mombasa rd Athi river Forest rd Thika rd, Limuru",medium,
33DC,,Doni,Kobil,JONSAGA FLATS SACCO,ADR-BQ9SZQB,0.67,2/3,"Ronald Ngala, Ngara Juja Rd Huruma Round About Outering Rd Kangundo Rd Ruai Utawala Cabanas Mombasa Rd, Athi River",medium,
33DP,,Muthurwa,Rounda,2KR ROUTE 105 MULTIPURPOSE COOPERATIVE SOCIETY LIMITED,NTR-00346,0.67,2/3,"Tommboya, KawangwarekikuyuwestlandsThika RdMakongeniruirukiambuwangige, Limuru",medium,
33DP,,Muthurwa,Rounda,BABA DOGO 25 TRAVELLERS SACCO,ADR-BQ9S3MQ,0.67,2/3,"Odeon, Muranga rd terminus(via forest rd)thika rdalsopsbaba dogo outering rd caltex juja rd kariokor, donholm",medium,
33DP,,Muthurwa,Rounda,BYBUSS TRANS LIMITED,NTR-00202102051436280,0.67,2/3,"Thika (makongeni), Kiambu ruaka gachie wangige nyathuna ngecha kabuku limuru kikuyu kangemi kawangware dagoretti corner& market karen bomas ngong, Kiserian",medium,
33DP,,Muthurwa,Rounda,EASTLANDS EAGLES LIMITED,NTR-00202109101404550,0.67,2/3,"city stadium, jogoo rd likoni rd lungalunga kangundo rd eastern bypass outering rd donholm saika dandora kariobangi roundabout buruburu, bahati",medium,
33DP,,Muthurwa,Rounda,EMBASSAVA COOPERATIVE SAVINGS AND CREDIT SOCIETY LTD,NTR-00259,0.67,2/3,"embakasi, jogoo road, muthurwa",medium,
33NG,,St.Peters Clavers Primary School/Salvation Army/Otc,Ngumo Market,METROTRANS EAST AFRICA LIMITED,NTR-00947,0.67,2/3,"nairobi, narok, bomet",medium,
33NG,,St.Peters Clavers Primary School/Salvation Army/Otc,Ngumo Market,RWAKEN INVESTMENTS LIMITED,NTR-00948,0.67,2/3,"nairobi, within, nairobi",medium,
33NG,,St.Peters Clavers Primary School/Salvation Army/Otc,Ngumo Market,KAM TRANSPORTERS SACCO LTD,ADR-BQ9S7QZ,0.50,2/4,"nairobi, tala,kangundo, machakos",low,
33NG,,St.Peters Clavers Primary School/Salvation Army/Otc,Ngumo Market,KAM TRANSPORTERS SACCO LTD,ADR-YM3SVB9,0.50,2/4,"nairobi, machakos,tala, kangundo",low,
33NG,,St.Peters Clavers Primary School/Salvation Army/Otc,Ngumo Market,METROTRANS EAST AFRICA LIMITED,NTR-00363,0.50,2/4,"nairobi, kikuyu, narok, bomet",low,
33SB,,Ngumo Stage,South B Stage,TELAVIV TRAVELLERS LIMITED,ADR-MDMSQ8O,0.75,3/4,"ngumo, south c, south b, industrial area",medium,
33SB,,Ngumo Stage,South B Stage,TELAVIV TRAVELLERS LIMITED,NTR-00201901041436380,0.50,2/4,"south c, south b,likoni, eastleigh",low,
33SB,,Ngumo Stage,South B Stage,TELAVIV TRAVELLERS LIMITED,ADR-YM3S6Q9,0.50,2/4,"bus station, south c,southb, industrial area",low,
33TP,,Commercial,Transami,FIG PRESTIGE MANAGEMENT COMPANY LIMITED,NTR-00202104150827230,0.67,2/3,"Commercial, Jogoo rd Eastleigh Jericho Outering rd Kariobangi ound about Juja rd Cabanas Koma Kenol, Machakos",medium,
33TP,,Commercial,Transami,FIG PRESTIGE MANAGEMENT COMPANY LIMITED,NTR-00202211011743410,0.67,2/3,"Commercial, Ngara Fig Tree Gikomba Muthurwa Eastleigh Thika Rd Kiambio Jericho Outering Rd Kariobangi Round About Mathare North Jogoo Rd Cabanas Kangundo Rd Ruai Tala Kantafu Koma Ruiru Ndani Kwa Maiko Juja Thika Kabati Kenol, Machakos",medium,
33TP,,Commercial,Transami,MWIKI PSV SACCO SOCIETY LIMITED,NTR-00202012241623260,0.67,2/3,"Commercial, odeon Slip Rd Moi Avenue River Rd Munyu Rd Latema Rd via Westands juja Rd Outering Rd Eatleigh Wangari maathai Rd Kipande Rd Bus Station Thika Rd Kasarani Mwiki Njiru Utawala kangundo Rd eastern Bypass Juja RuiruThika Kangundo Jogoo Rd, Garissa Rd",medium,
33TP,,Commercial,Transami,MWIKI PSV SACCO SOCIETY LIMITED,ADR-O68IPQJ,0.67,2/3,"Commercial, Bus station Thika rd Thika Juja Kasarani Mwiki Njiru Utawala Eastern bypass Kangundo rd Kangundo Juja rd Outering rd Eastleigh Wangari Mathai rd, Kipande rd",medium,
33TP,,Commercial,Transami,MWIKI PSV SACCO SOCIETY LIMITED,ADR-6DBSZ65,0.67,2/3,"Commercial, Bus Station T Moi Avenue Odeon River Rd Munyu RdKipande Rd Latema Rd Slip Rd Waiyaki Way Juja Rd via Westands Wangari Maathai Rd Eatleigh Jogoo Rd Outering Rd Thika Rd Kasarani Mwiki Njiru Utawala Kangundo Rd Eastern Bypass Juja Ruiru Thika Kangundo, Garissa Rd",medium,
3738,,Soko,Quickmart,BAKAKI 101 TRAVELLERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,NTR-00201911291135300,0.67,2/3,"Kiambu, Bypass Ruaka Banana Ndenderu Wangige Kikuyu Rusingiti Kamangu Thigio Mutarakwa Limuru, Tigoni",medium,
3738,,Soko,Quickmart,EXPRESO LIMITED,ADR-537HWAM,0.67,2/3,"limuru, kikuyu dagoretti mrktkabiria kawangware knh ambassador moi service lane tom mboya rongai gataka karen ngong kiserian isinya katani cabanas outering rd juja rd eastleigh gikomba thika rd mwiki lucky summer komarocks rd kangundo rd eastern bypass infinity kenol kiambu ruaka, western bypass",medium,
3738,,Soko,Quickmart,EXPRESO LIMITED,ADR-A5AC8DY,0.67,2/3,"Limuru, kikuyu dagoretti market kabiria kawangware knh ambassador moi service lane tom mboya rongai gataka karen ngong kiserian isinya katani cabanas outering rd juja rd eastleigh gikomba thika rd mwiki lucky summer komarocks rd kangundo rd eastern bypass infinity Thika Makongeni kenol kiambu ruaka, Western bypass",medium,
3738,,Soko,Quickmart,FIVE FRIENDS INVESTMENT COMPANY LIMITED,ADR-8LMS562,0.67,2/3,"Ngara, Huruma Dandora Molem road Kangundo roadMalaauUtawala Mlolongo Outering rd Thika rd Gikomba Jogoo rd Savannah, Kayole",medium,
3738,,Soko,Quickmart,NAWAKU SACCO,NTR-00512,0.67,2/3,"Odeon, Thika RoadKasaraniThika, Mwihoko",medium,
110AK,,Devki,Kitengela,NAKAM SACCO SOCIETY LIMITED,NTR-00202111171240380,0.67,2/3,"voi, kitui makueni machakos kitengela nairobi naivasha narok bomet nyamira kisii migori, sirare",medium,
110AK,,Devki,Kitengela,NAKAM SACCO SOCIETY LIMITED,NTR-00202111171242020,0.67,2/3,"thika, nairobi kitengela machakos kitui wote mtito andei, voi",medium,
126RK,,Kware,Kiserian Terminus,BYBUSS TRANS LIMITED,NTR-00202102051436280,0.67,2/3,"Thika (makongeni), Kiambu ruaka gachie wangige nyathuna ngecha kabuku limuru kikuyu kangemi kawangware dagoretti corner& market karen bomas ngong, Kiserian",medium,
126RK,,Kware,Kiserian Terminus,EXPRESO LIMITED,NTR-00201901221600550,0.67,2/3,"NDEIYA, NDUMAONDIRIKIKUYUKABIRIADAGORETTI MARKETKARENBOMASRONGAI, KISERIAN",medium,
126RK,,Kware,Kiserian Terminus,EXPRESO LIMITED,NTR-00202012311422330,0.67,2/3,"Kimende, Limuru Muguga Kikuyu Nduma Ndeiya Dagoretti Market Kawangware KNH Karen Bomas Ongata Rongai, Kiserian",medium,
126RK,,Kware,Kiserian Terminus,FASTRACK UNITED AND CREDIT COOPERATIVE SOCIETY,NTR-00202202221453100,0.67,2/3,"Railways, Community Jamhuri via Ngong Rd Wanyee Satelite Kabiria Kawangware Othaya Rd via Lavington Uthiru via WestlandsDagoretti Market, Kawangware",medium,
126RK,,Kware,Kiserian Terminus,KARURI COMMUTERS SERVICES SAVINGS AND CREDIT CO-OPERTAIVE SOCIETY LIMITED,ADR-BQ9S3WL,0.67,2/3,"Kiserian, NgongkawangwareDagorettikikuyuwangigeABC drivewestlands Parklands Highridge Khojalimuru suswaKijabeNaivashaNorthern bypasseastern bypasskiambu roadkiamburuiruthikagatuanyagarailwaysathiriver, Machakos",medium,
16/62,,Bus Station Terminal,Kanisani,eastern bypass traverlers investment co. limited,ADR-2DVSDD7,0.75,3/4,"huruma, jonsaga, kariokor, ronald ngala",medium,
16/62,,Bus Station Terminal,Kanisani,8B SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,NTR-00202101181143450,0.67,2/3,"Fig tree, Thika rd Kariokor Gikomba Juja rd Eastleigh KiambiuJericho Jogoo rd Buruburu Outering rd Donholm(caltex) Cabanas Likoni rd Lungalunga rd Kariobangi south, Kangundo rd",medium,
16/62,,Bus Station Terminal,Kanisani,BENJO( K) LTD,NTR-00741,0.67,2/3,"Bus Station, Jogoo rd Muthurwa Gikomba Kariokor Juja Rd OuteringRd Allsops Kariobangi dandora Moslem machakos mlolongo mombasa rd Cabanas EasternBypass Utawala Ruiru Roundabout kangundo rd ruai joska malaa tala Thika Makongeni kiskioni donyosabuk kilimambogo, Nyeri",medium,
16/62,,Bus Station Terminal,Kanisani,COUNTY LINK SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,NTR-00202011241151430,0.67,2/3,"Bus Station, Hazina Kangundo rd Ruai Kamulu Utawala Mombasa rd Mlolongo, Katani",medium,
16/62,,Bus Station Terminal,Kanisani,COUNTY LINK SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,NTR-00202211011653270,0.67,2/3,"Bus Station, Jogoo Rd Industrial Area Buruburu Hazina Donholm Manyanja Rd Outering Rd Kangundo Rd Eastern Bypass Ruai Kamulu Utawala Mombasa Rd Mlolongo via Syokimau, Katani",medium,
17Aky,,Eastleigh Terminal,Kayole 1,DIX-HULT MATATU OWNER SACCO,ADR-A5AC8Z7,1.00,3/3,"kayole, komarocksmolemjuja road, eastleigh",high,
17Aky,,Eastleigh Terminal,Kayole 1,FORWARD TRAVELLERS SACCO LTD,ADR-8LMSYVK,1.00,3/3,"kayole, komarocksmolemjuja road, eastleigh",high,
17Aky,,Eastleigh Terminal,Kayole 1,PINPOINT SOLUTION (K) LTD,ADR-REOSZAE,1.00,3/3,"kayole, komarocksmolemjuja road, eastleigh",high,
17Aky,,Eastleigh Terminal,Kayole 1,prime  transcity limited,ADR-ZZJSZR9,1.00,3/3,"kayole, komarocksmolemjuja road, eastleigh",high,
